oldUrl,oldPath,oldFamily,inOldSitemap,unchangedPathInNewSitemap,candidateTarget,candidateInNewSitemap,mappingClass,candidateSource,clearReplacementClass,clearReplacementTarget,reasonWithoutClearReplacement
https://rockbusters.net/event-date/climbing-trip-europe--2018-09-08-162,/event-date/climbing-trip-europe--2018-09-08-162,/event-date,true,false,/trips/europe-rock-climbing-trip/finale-ligure,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/europe-rock-climbing-trip/finale-ligure,
https://rockbusters.net/event-date/climbing-trip-europe--2018-09-15-163,/event-date/climbing-trip-europe--2018-09-15-163,/event-date,true,false,/trips/europe-rock-climbing-trip/ceuse,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/europe-rock-climbing-trip/ceuse,
https://rockbusters.net/event-date/sandstone-climbing--2018-09-15-180,/event-date/sandstone-climbing--2018-09-15-180,/event-date,true,false,/trips?category=trad-multipitch,false,category-fallback-empty-category,legacy-redirect-decisions.json,,,category-fallback-empty-category
https://rockbusters.net/event-date/climbing-trip-europe--2018-09-22-164,/event-date/climbing-trip-europe--2018-09-22-164,/event-date,true,false,/trips/europe-rock-climbing-trip/gorges-du-tarn,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/europe-rock-climbing-trip/gorges-du-tarn,
https://rockbusters.net/event-date/climbing-trip-europe--2018-09-29-165,/event-date/climbing-trip-europe--2018-09-29-165,/event-date,true,false,/trips/europe-rock-climbing-trip/margalef,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/europe-rock-climbing-trip/margalef,
https://rockbusters.net/event-date/climbing-trip-europe--2018-10-06-166,/event-date/climbing-trip-europe--2018-10-06-166,/event-date,true,false,/trips/europe-rock-climbing-trip/rodellar,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/europe-rock-climbing-trip/rodellar,
https://rockbusters.net/event-date/deep-water-solo-mallorca--2018-10-20-175,/event-date/deep-water-solo-mallorca--2018-10-20-175,/event-date,true,false,/trips/deep-water-solo-mallorca/mallorca,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/deep-water-solo-mallorca/mallorca,
https://rockbusters.net/event-date/deep-water-solo-mallorca--2018-10-27-176,/event-date/deep-water-solo-mallorca--2018-10-27-176,/event-date,true,false,/trips/deep-water-solo-mallorca/mallorca,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/deep-water-solo-mallorca/mallorca,
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-187,/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-187,/event-date,true,false,/trips?category=performance-technique-camps,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-193,/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-193,/event-date,true,false,/trips?category=performance-technique-camps,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-24-194,/event-date/klemen-becan-performance-coaching-workshop--2018-11-24-194,/event-date,true,false,/trips?category=performance-technique-camps,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/christmas-climbing-holiday--2018-12-22-185,/event-date/christmas-climbing-holiday--2018-12-22-185,/event-date,true,false,/trips?category=sport-climbing-holidays,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/christmas-climbing-holiday--2018-12-29-186,/event-date/christmas-climbing-holiday--2018-12-29-186,/event-date,true,false,/trips?category=sport-climbing-holidays,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/climbing-trip-spain--2019-03-30-196,/event-date/climbing-trip-spain--2019-03-30-196,/event-date,true,false,/trips/climbing-trip-spain/sella,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/climbing-trip-spain/sella,
https://rockbusters.net/event-date/climbing-trip-spain--2019-04-06-197,/event-date/climbing-trip-spain--2019-04-06-197,/event-date,true,false,/trips?category=expeditions,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/climbing-trip-spain--2019-04-13-198,/event-date/climbing-trip-spain--2019-04-13-198,/event-date,true,false,/trips/climbing-trip-spain/margalef,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/climbing-trip-spain/margalef,
https://rockbusters.net/event-date/climbing-trip-spain--2019-04-20-199,/event-date/climbing-trip-spain--2019-04-20-199,/event-date,true,false,/trips/climbing-trip-spain/siurana,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/climbing-trip-spain/siurana,
https://rockbusters.net/event-date/trad-and-multipitch-climbing--2019-04-27-207,/event-date/trad-and-multipitch-climbing--2019-04-27-207,/event-date,true,false,/trips?category=trad-multipitch,false,category-fallback-empty-category,legacy-redirect-decisions.json,,,category-fallback-empty-category
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-204,/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-204,/event-date,true,false,/trips?category=performance-technique-camps,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-208,/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-208,/event-date,true,false,/trips/climbing-technique-mental-coaching/rodellar,true,ready-indexable-equivalent-variant,all-old-url-inventory.csv,historical-equivalent-variant,/trips/climbing-technique-mental-coaching/rodellar,
https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-25-209,/event-date/klemen-becan-performance-coaching-workshop--2019-05-25-209,/event-date,true,false,/trips?category=performance-technique-camps,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/girls-climbing--2019-06-15-205,/event-date/girls-climbing--2019-06-15-205,/event-date,true,false,/trips?category=sport-climbing-holidays,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/girls-climbing--2019-06-15-210,/event-date/girls-climbing--2019-06-15-210,/event-date,true,false,/trips?category=sport-climbing-holidays,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/girls-climbing--2019-06-22-211,/event-date/girls-climbing--2019-06-22-211,/event-date,true,false,/trips?category=sport-climbing-holidays,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event-date/climbing-trip-europe--2019-08-17-206,/event-date/climbing-trip-europe--2019-08-17-206,/event-date,true,false,/trips?category=expeditions,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/location/albarracin,/location/albarracin,/location,true,false,/destinations/albarracin,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/albarracin,
https://rockbusters.net/location/arco,/location/arco,/location,true,false,/destinations/arco,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/arco,
https://rockbusters.net/location/cesky-raj,/location/cesky-raj,/location,true,false,/destinations/cesky-raj,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/cesky-raj,
https://rockbusters.net/location/ceuse,/location/ceuse,/location,true,false,/destinations/ceuse,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/ceuse,
https://rockbusters.net/location/chamonix,/location/chamonix,/location,true,false,/destinations/chamonix,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/chamonix,
https://rockbusters.net/location/cuenca,/location/cuenca,/location,true,false,/destinations/cuenca,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/cuenca,
https://rockbusters.net/location/durance-valley-hautes-alps,/location/durance-valley-hautes-alps,/location,true,false,/destinations/durance-valley-hautes-alps,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/durance-valley-hautes-alps,
https://rockbusters.net/location/el-chorro,/location/el-chorro,/location,true,false,/destinations/el-chorro,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/el-chorro,
https://rockbusters.net/location/etxauri,/location/etxauri,/location,true,false,/destinations/etxauri,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/etxauri,
https://rockbusters.net/location/finale-ligure,/location/finale-ligure,/location,true,false,/destinations/finale-ligure,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/finale-ligure,
https://rockbusters.net/location/frankenjura,/location/frankenjura,/location,true,false,/destinations/frankenjura,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/frankenjura,
https://rockbusters.net/location/gorge-de-la-jonte,/location/gorge-de-la-jonte,/location,true,false,/destinations/gorge-de-la-jonte,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/gorge-de-la-jonte,
https://rockbusters.net/location/gorges-du-tarn,/location/gorges-du-tarn,/location,true,false,/destinations/gorges-du-tarn,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/gorges-du-tarn,
https://rockbusters.net/location/gorges-du-verdon,/location/gorges-du-verdon,/location,true,false,/destinations/gorges-du-verdon,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/gorges-du-verdon,
https://rockbusters.net/location/gran-canaria,/location/gran-canaria,/location,true,false,/destinations/gran-canaria,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/gran-canaria,
https://rockbusters.net/location/kalymnos,/location/kalymnos,/location,true,false,/destinations/kalymnos,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/kalymnos,
https://rockbusters.net/location/labske-udoli,/location/labske-udoli,/location,true,false,/destinations/labske-udoli,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/labske-udoli,
https://rockbusters.net/location/les-calanques-de-marseille,/location/les-calanques-de-marseille,/location,true,false,/destinations/les-calanques-de-marseille,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/les-calanques-de-marseille,
https://rockbusters.net/location/mallorca,/location/mallorca,/location,true,false,/destinations/mallorca,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/mallorca,
https://rockbusters.net/location/malta,/location/malta,/location,true,false,/destinations/malta,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/malta,
https://rockbusters.net/location/margalef,/location/margalef,/location,true,false,/destinations/margalef,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/margalef,
https://rockbusters.net/location/monobloc-reus-spain,/location/monobloc-reus-spain,/location,true,false,/destinations/monobloc-reus-spain,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/monobloc-reus-spain,
https://rockbusters.net/location/montgrony,/location/montgrony,/location,true,false,/destinations/montgrony,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/montgrony,
https://rockbusters.net/location/oliana,/location/oliana,/location,true,false,/destinations/oliana,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/oliana,
https://rockbusters.net/location/riglos,/location/riglos,/location,true,false,/destinations/riglos,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/riglos,
https://rockbusters.net/location/rodellar,/location/rodellar,/location,true,false,/destinations/rodellar,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/rodellar,
https://rockbusters.net/location/sella,/location/sella,/location,true,false,/destinations/sella,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/sella,
https://rockbusters.net/location/siurana,/location/siurana,/location,true,false,/destinations/siurana,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/siurana,
https://rockbusters.net/location/terradets,/location/terradets,/location,true,false,/destinations/terradets,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/terradets,
https://rockbusters.net/location/val-di-mello,/location/val-di-mello,/location,true,false,/destinations/val-di-mello,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/val-di-mello,
https://rockbusters.net/location/valdegovia,/location/valdegovia,/location,true,false,/destinations/valdegovia,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/valdegovia,
https://rockbusters.net/location/zillertal,/location/zillertal,/location,true,false,/destinations/zillertal,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/destinations/zillertal,
https://rockbusters.net/team-member/jan-novotny,/team-member/jan-novotny,/team-member,true,false,/team/jan-novotny,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/jan-novotny,
https://rockbusters.net/team-member/laszlo-juhasz,/team-member/laszlo-juhasz,/team-member,true,false,/team/laszlo-juhasz,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/laszlo-juhasz,
https://rockbusters.net/team-member/pablo-ruiz-seco,/team-member/pablo-ruiz-seco,/team-member,true,false,/team/pablo-ruiz-seco,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/pablo-ruiz-seco,
https://rockbusters.net/team-member/ritch-mayfield,/team-member/ritch-mayfield,/team-member,true,false,/team,true,reviewed-team-index-fallback,legacy-redirect-decisions.json,reviewed-team-index-fallback,/team,
https://rockbusters.net/team-member/petra-pivonkova,/team-member/petra-pivonkova,/team-member,true,false,/team/petra-pivonkova,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/petra-pivonkova,
https://rockbusters.net/team-member/maribel-vara,/team-member/maribel-vara,/team-member,true,false,/team,true,reviewed-team-index-fallback,legacy-redirect-decisions.json,reviewed-team-index-fallback,/team,
https://rockbusters.net/team-member/adam-ondra-pro-climber,/team-member/adam-ondra-pro-climber,/team-member,true,false,/team/adam-ondra-pro-climber,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/adam-ondra-pro-climber,
https://rockbusters.net/team-member/patxi-usobiaga-pro-climber,/team-member/patxi-usobiaga-pro-climber,/team-member,true,false,/team/patxi-usobiaga-pro-climber,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/patxi-usobiaga-pro-climber,
https://rockbusters.net/team-member/pablo-scorza-fyziotherapist-biomechanica-funcional,/team-member/pablo-scorza-fyziotherapist-biomechanica-funcional,/team-member,true,false,/team/pablo-scorza-fyziotherapist-biomechanica-funcional,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/pablo-scorza-fyziotherapist-biomechanica-funcional,
https://rockbusters.net/team-member/berengere-rapeneau,/team-member/berengere-rapeneau,/team-member,true,false,/team/berengere-rapeneau,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/berengere-rapeneau,
https://rockbusters.net/team-member/hazel-findlay,/team-member/hazel-findlay,/team-member,true,false,/team/hazel-findlay,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/hazel-findlay,
https://rockbusters.net/team-member/will-sim,/team-member/will-sim,/team-member,true,false,/team,true,reviewed-team-index-fallback,legacy-redirect-decisions.json,reviewed-team-index-fallback,/team,
https://rockbusters.net/team-member/klemen-becan,/team-member/klemen-becan,/team-member,true,false,/team/klemen-becan,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/klemen-becan,
https://rockbusters.net/team-member/michelle-o-loughlin,/team-member/michelle-o-loughlin,/team-member,true,false,/team,true,reviewed-team-index-fallback,legacy-redirect-decisions.json,reviewed-team-index-fallback,/team,
https://rockbusters.net/team-member/pavel-ryva,/team-member/pavel-ryva,/team-member,true,false,/team/pavel-ryva,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/pavel-ryva,
https://rockbusters.net/team-member/benjamin-brochard,/team-member/benjamin-brochard,/team-member,true,false,/team,true,reviewed-team-index-fallback,legacy-redirect-decisions.json,reviewed-team-index-fallback,/team,
https://rockbusters.net/team-member/linda-synakova,/team-member/linda-synakova,/team-member,true,false,/team/linda-synakova,true,unreviewed,sitemap-redirect-mapping.csv,same-slug-content-record,/team/linda-synakova,
https://rockbusters.net/blog/climber-performance-rating,/blog/climber-performance-rating,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/climber-performance-rating,
https://rockbusters.net/blog/adam-ondra-teaches-epictv-climbing-presenter-how-to-climb-in-margalef,/blog/adam-ondra-teaches-epictv-climbing-presenter-how-to-climb-in-margalef,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/adam-ondra-teaches-epictv-climbing-presenter-how-to-climb-in-margalef,
https://rockbusters.net/blog/video-pete-whittaker-climbing-el-capitan-rope-free-solo-in-under-24h,/blog/video-pete-whittaker-climbing-el-capitan-rope-free-solo-in-under-24h,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/video-pete-whittaker-climbing-el-capitan-rope-free-solo-in-under-24h,
https://rockbusters.net/blog/edu-marin-bolts-the-biggest-roof-climb-in-the-world,/blog/edu-marin-bolts-the-biggest-roof-climb-in-the-world,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/edu-marin-bolts-the-biggest-roof-climb-in-the-world,
https://rockbusters.net/blog/epictv-climbing-daily-rockbusters-physiotherapists-pablo-scorza-margalef,/blog/epictv-climbing-daily-rockbusters-physiotherapists-pablo-scorza-margalef,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/epictv-climbing-daily-rockbusters-physiotherapists-pablo-scorza-margalef,
https://rockbusters.net/blog/klemen-becan-from-competitions-to-the-hardest-rock-climbing,/blog/klemen-becan-from-competitions-to-the-hardest-rock-climbing,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/klemen-becan-from-competitions-to-the-hardest-rock-climbing,
https://rockbusters.net/blog/patxi-usobiaga-climbing-pachamama-9a-b,/blog/patxi-usobiaga-climbing-pachamama-9a-b,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/patxi-usobiaga-climbing-pachamama-9a-b,
https://rockbusters.net/blog/27crags-from-passion-for-climbing-to-building-a-company,/blog/27crags-from-passion-for-climbing-to-building-a-company,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/27crags-from-passion-for-climbing-to-building-a-company,
https://rockbusters.net/blog/hard-projecting-with-paul-robinson-jumpman-v14-8b,/blog/hard-projecting-with-paul-robinson-jumpman-v14-8b,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/hard-projecting-with-paul-robinson-jumpman-v14-8b,
https://rockbusters.net/blog/movie-trailer-the-dawn-wall-with-tommy-caldwell-and-kevin-jorgeson,/blog/movie-trailer-the-dawn-wall-with-tommy-caldwell-and-kevin-jorgeson,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/movie-trailer-the-dawn-wall-with-tommy-caldwell-and-kevin-jorgeson,
https://rockbusters.net/blog/the-benefits-of-pro-climbers-coaching,/blog/the-benefits-of-pro-climbers-coaching,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/the-benefits-of-pro-climbers-coaching,
https://rockbusters.net/blog/adam-ondra-silence,/blog/adam-ondra-silence,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/adam-ondra-silence,
https://rockbusters.net/blog/whats-europes-best-bouldering-destination,/blog/whats-europes-best-bouldering-destination,/blog,true,true,,false,unreviewed,,same-listed-path,/blog/whats-europes-best-bouldering-destination,
https://rockbusters.net/blog/category/promo,/blog/category/promo,/blog,true,true,/blog/category/promo,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/promo,
https://rockbusters.net/blog/category/guest-post,/blog/category/guest-post,/blog,true,true,/blog/category/guest-post,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/guest-post,
https://rockbusters.net/blog/category/collaboration,/blog/category/collaboration,/blog,true,true,/blog/category/collaboration,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/collaboration,
https://rockbusters.net/blog/category/climbing-destinations,/blog/category/climbing-destinations,/blog,true,true,/blog/category/climbing-destinations,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/climbing-destinations,
https://rockbusters.net/blog/category/trad-climbing,/blog/category/trad-climbing,/blog,true,true,/blog/category/trad-climbing,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/trad-climbing,
https://rockbusters.net/blog/category/bouldering,/blog/category/bouldering,/blog,true,true,/blog/category/bouldering,true,live-200-self-canonical-empty-category,all-old-url-inventory.csv,same-path-existing-empty-category,/blog/category/bouldering,
https://rockbusters.net/blog/category/sport-climbing,/blog/category/sport-climbing,/blog,true,true,/blog/category/sport-climbing,true,unreviewed,sitemap-redirect-mapping.csv,same-listed-path,/blog/category/sport-climbing,
https://rockbusters.net/blog/category/video,/blog/category/video,/blog,true,true,/blog/category/video,true,live-200-self-canonical-empty-category,all-old-url-inventory.csv,same-path-existing-empty-category,/blog/category/video,
https://rockbusters.net/event-date/beginners-climbing--2018-07-07-167,/event-date/beginners-climbing--2018-07-07-167,/event-date,true,false,/trips?category=sport-climbing-courses,false,category-fallback-ready,legacy-redirect-decisions.json,,,category-fallback-ready
https://rockbusters.net/event/singing-rock-mobile-test-center,/event/singing-rock-mobile-test-center,/event,true,false,/trips,true,missing-target,legacy-redirect-decisions.json,,,approved-browse-fallback-not-equivalent
